,season,TOT,age_x,games_played,pen_min,plus_minus,goals_ev,goals_pp,goals_sh,goals_gw,assists_ev,assists_pp,assists_sh,shot_pct,shots_attempted,shot_pct.1,shots_attempted.1,time_on_ice_avg,hits,blocks,takeaways,giveaways,name,age_y,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct,uniqueseason
2,2007-08,BOS,29.0,19.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,9.53,15.0,6.0,0.0,5.0,allenbo01,29.0,125.0,120.0,51.0,-4.4,93.0,102.0,47.7,-6.2,2.9,94.8,97.7,46.2,53.8,1
9,2007-08,FLA,27.0,73.0,67.0,5.0,2.0,0.0,0.0,0.0,11.0,2.0,1.0,3.0,164.0,3.0,164.0,21.17,112.0,119.0,27.0,25.0,allenbr01,27.0,1094.0,1201.0,47.7,-5.5,850.0,955.0,47.1,-5.4,8.3,93.3,101.0,48.3,51.7,1
10,2008-09,FLA,28.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,7.0,27.11,5.0,7.0,0.0,0.0,allenbr01,28.0,44.0,33.0,57.1,2.6,34.0,23.0,59.6,6.5,11.5,94.1,105.0,38.1,61.9,1
11,2009-10,FLA,29.0,74.0,99.0,-8.0,3.0,0.0,1.0,2.0,8.0,0.0,1.0,5.1,165.0,5.1,165.0,19.10,120.0,137.0,13.0,29.0,allenbr01,29.0,1045.0,1332.0,44.0,-2.8,806.0,962.0,45.6,-1.4,7.3,92.7,100.0,40.0,60.0,1
12,2010-11,TOT,30.0,72.0,82.0,-1.0,4.0,0.0,0.0,1.0,13.0,0.0,0.0,6.9,143.0,6.9,143.0,18.19,118.0,103.0,24.0,27.0,allenbr01,30.0,1083.0,1164.0,48.2,-3.6,793.0,877.0,47.5,-3.7,9.6,91.2,100.0,44.8,55.2,1
15,2011-12,CAR,31.0,82.0,76.0,-1.0,1.0,0.0,0.0,1.0,12.0,0.0,1.0,1.1,210.0,1.1,210.0,19.10,111.0,188.0,22.0,36.0,allenbr01,31.0,1192.0,1336.0,47.2,-1.9,848.0,960.0,46.9,-1.6,7.9,91.9,99.9,40.0,60.0,1
16,2012-13,ANA,32.0,41.0,34.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,90.0,0.0,90.0,18.44,63.0,66.0,4.0,22.0,allenbr01,32.0,557.0,664.0,45.6,-4.5,396.0,486.0,44.9,-7.3,8.4,92.9,101.0,49.0,51.0,1
17,2013-14,ANA,33.0,68.0,75.0,20.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,139.0,0.0,139.0,17.33,121.0,118.0,8.0,26.0,allenbr01,33.0,953.0,984.0,49.2,-3.3,723.0,729.0,49.8,-2.6,10.0,93.1,103.0,48.6,51.4,1
18,2014-15,TOT,34.0,11.0,6.0,-2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,30.0,0.0,30.0,15.43,20.0,15.0,0.0,8.0,allenbr01,34.0,157.0,137.0,53.4,-2.2,109.0,103.0,51.4,-2.5,7.7,90.3,98.0,45.2,54.8,1
28,2007-08,TOR,27.0,72.0,92.0,10.0,14.0,12.0,0.0,5.0,25.0,4.0,1.0,15.8,297.0,15.8,297.0,20.07,102.0,51.0,30.0,53.0,antroni01,27.0,987.0,955.0,50.8,-3.1,768.0,717.0,51.7,-2.1,10.0,90.6,100.0,53.4,46.6,1
29,2008-09,TOT,28.0,81.0,30.0,-14.0,20.0,8.0,0.0,4.0,21.0,9.0,1.0,12.5,376.0,12.5,376.0,17.11,112.0,37.0,34.0,40.0,antroni01,28.0,1120.0,979.0,53.4,1.1,833.0,723.0,53.5,0.8,9.4,87.5,96.8,56.0,44.0,1
32,2009-10,ATL,29.0,76.0,44.0,13.0,16.0,8.0,0.0,4.0,30.0,13.0,0.0,19.0,205.0,19.0,205.0,18.14,82.0,35.0,30.0,40.0,antroni01,29.0,977.0,1014.0,49.1,-1.1,712.0,788.0,47.5,-2.7,12.6,90.9,103.0,47.6,52.4,1
