,season,TOT,age_x,games_played,pen_min,plus_minus,goals_ev,goals_pp,goals_sh,goals_gw,assists_ev,assists_pp,assists_sh,shot_pct,shots_attempted,shot_pct.1,shots_attempted.1,time_on_ice_avg,hits,blocks,takeaways,giveaways,name,age_y,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct,uniqueseason
7,2007-08,BUF,28.0,56.0,42.0,-16.0,9.0,1.0,0.0,1.0,13.0,5.0,0.0,8.8,216.0,8.8,216.0,16.03,25.0,6.0,17.0,42.0,afinoma01,28.0,699.0,562.0,55.4,8.2,523.0,420.0,55.5,6.8,7.8,86.4,94.2,53.8,46.2,1
8,2008-09,BUF,29.0,48.0,20.0,-7.0,6.0,0.0,0.0,0.0,7.0,7.0,0.0,6.5,172.0,6.5,172.0,12.36,20.0,11.0,15.0,36.0,afinoma01,29.0,501.0,454.0,52.5,2.4,363.0,340.0,51.6,1.1,7.0,90.0,97.0,52.3,47.7,1
9,2009-10,ATL,30.0,82.0,46.0,-17.0,18.0,6.0,0.0,3.0,25.0,12.0,0.0,13.3,321.0,13.3,321.0,17.24,32.0,21.0,65.0,63.0,afinoma01,30.0,1076.0,1107.0,49.3,-0.7,785.0,860.0,47.7,-2.3,9.9,89.1,99.0,49.2,50.8,1
17,2007-08,PHX,29.0,79.0,125.0,-9.0,2.0,0.0,1.0,0.0,9.0,0.0,0.0,3.2,201.0,3.2,201.0,17.01,93.0,93.0,16.0,20.0,boyntni01,29.0,1003.0,1082.0,48.1,-4.4,765.0,844.0,47.5,-5.4,5.8,91.9,97.7,47.8,52.2,1
18,2008-09,FLA,30.0,68.0,91.0,7.0,5.0,0.0,0.0,1.0,13.0,3.0,0.0,4.8,229.0,4.8,229.0,16.36,52.0,97.0,10.0,43.0,boyntni01,30.0,869.0,911.0,48.8,0.9,647.0,700.0,48.0,1.2,9.7,92.3,102.0,50.4,49.6,1
19,2009-10,TOT,31.0,49.0,71.0,5.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,2.0,112.0,2.0,112.0,16.38,64.0,59.0,14.0,21.0,boyntni01,31.0,608.0,631.0,49.1,0.3,462.0,497.0,48.2,-1.3,8.3,93.3,101.0,51.6,48.4,1
22,2010-11,TOT,32.0,51.0,40.0,-1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,2.3,95.0,2.3,95.0,14.39,61.0,87.0,15.0,25.0,boyntni01,32.0,617.0,661.0,48.3,-5.9,464.0,457.0,50.4,-3.3,9.4,89.8,99.1,49.1,50.9,1
33,2007-08,STL,28.0,77.0,91.0,-18.0,1.0,0.0,0.0,0.0,11.0,10.0,0.0,1.0,230.0,1.0,230.0,24.38,92.0,123.0,27.0,47.0,breweer01,28.0,1010.0,1206.0,45.6,-3.7,789.0,929.0,45.9,-4.4,9.1,89.4,98.5,44.9,55.1,1
34,2008-09,STL,29.0,28.0,24.0,-14.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,2.0,111.0,2.0,111.0,25.07,40.0,57.0,16.0,18.0,breweer01,29.0,447.0,473.0,48.6,-0.8,342.0,369.0,48.1,-2.8,8.4,87.5,95.9,43.2,56.8,1
35,2009-10,STL,30.0,59.0,46.0,-17.0,8.0,0.0,0.0,0.0,4.0,3.0,0.0,9.5,184.0,9.5,184.0,21.27,76.0,98.0,18.0,27.0,breweer01,30.0,906.0,940.0,49.1,-4.4,690.0,720.0,48.9,-3.7,6.7,90.6,97.3,51.5,48.5,1
36,2010-11,TOT,31.0,76.0,81.0,6.0,9.0,0.0,0.0,1.0,7.0,0.0,0.0,8.2,214.0,8.2,214.0,22.03,145.0,120.0,23.0,40.0,breweer01,31.0,1260.0,1249.0,50.2,-3.2,975.0,951.0,50.6,-3.0,8.6,92.0,100.0,44.3,55.7,1
39,2011-12,TBL,32.0,82.0,49.0,-5.0,1.0,0.0,0.0,0.0,16.0,3.0,1.0,1.2,222.0,1.2,222.0,23.16,197.0,176.0,26.0,37.0,breweer01,32.0,1275.0,1537.0,45.3,-4.9,954.0,1121.0,46.0,-6.1,10.6,90.1,100.0,33.5,66.5,1
40,2012-13,TBL,33.0,48.0,30.0,3.0,3.0,1.0,0.0,1.0,8.0,0.0,0.0,7.1,136.0,7.1,136.0,20.31,88.0,94.0,13.0,30.0,breweer01,33.0,719.0,840.0,46.1,-2.2,542.0,624.0,46.5,-2.6,11.2,91.2,102.0,47.3,52.7,1
41,2013-14,TBL,34.0,77.0,59.0,10.0,4.0,0.0,0.0,2.0,11.0,0.0,2.0,4.8,178.0,4.8,178.0,17.33,139.0,99.0,17.0,40.0,breweer01,34.0,1021.0,1014.0,50.2,-1.0,787.0,768.0,50.6,-1.5,7.5,93.1,100.0,48.4,51.6,1
42,2014-15,TOT,35.0,44.0,36.0,-5.0,3.0,0.0,0.0,1.0,7.0,0.0,1.0,9.1,90.0,9.1,90.0,18.41,87.0,72.0,8.0,16.0,breweer01,35.0,583.0,714.0,44.9,-5.9,432.0,540.0,44.4,-6.7,11.1,89.0,100.0,45.5,54.5,1
55,2007-08,LAK,29.0,65.0,18.0,-11.0,4.0,3.0,0.0,0.0,10.0,3.0,0.0,10.0,119.0,10.0,119.0,12.00,26.0,13.0,11.0,38.0,caldeky01,29.0,507.0,585.0,46.4,-2.5,373.0,447.0,45.5,-3.2,7.8,90.8,98.6,50.5,49.5,1
56,2008-09,LAK,30.0,74.0,41.0,-1.0,6.0,2.0,0.0,1.0,17.0,2.0,0.0,8.6,161.0,8.6,161.0,13.10,55.0,7.0,24.0,33.0,caldeky01,30.0,844.0,743.0,53.2,0.4,637.0,575.0,52.6,-0.7,6.8,93.2,100.0,50.5,49.5,1
57,2009-10,ANA,31.0,14.0,8.0,-7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,30.0,0.0,30.0,14.07,17.0,4.0,2.0,3.0,caldeky01,31.0,136.0,143.0,48.7,0.9,114.0,112.0,50.4,3.2,3.6,88.3,91.9,62.8,37.2,1
65,2007-08,TOT,28.0,83.0,20.0,8.0,3.0,5.0,0.0,0.0,26.0,28.0,0.0,5.6,302.0,5.6,302.0,25.06,61.0,96.0,22.0,62.0,campbbr02,28.0,1369.0,1232.0,52.6,2.7,1064.0,962.0,52.5,0.1,9.8,89.7,99.6,57.2,42.8,1
68,2008-09,CHI,29.0,82.0,22.0,5.0,3.0,4.0,0.0,1.0,25.0,20.0,0.0,6.5,242.0,6.5,242.0,22.34,34.0,72.0,15.0,33.0,campbbr02,29.0,1378.0,1047.0,56.8,1.7,1067.0,852.0,55.6,-0.1,8.4,91.2,99.6,61.9,38.1,1
69,2009-10,CHI,30.0,68.0,18.0,18.0,4.0,3.0,0.0,2.0,22.0,8.0,1.0,5.3,267.0,5.3,267.0,23.13,37.0,79.0,23.0,38.0,campbbr02,30.0,1326.0,912.0,59.2,0.4,1006.0,664.0,60.2,-0.4,8.4,90.1,98.5,58.7,41.3,1
70,2010-11,CHI,31.0,65.0,6.0,28.0,3.0,2.0,0.0,1.0,18.0,4.0,0.0,6.0,196.0,6.0,196.0,22.59,28.0,101.0,21.0,42.0,campbbr02,31.0,1208.0,991.0,54.9,0.1,917.0,739.0,55.4,0.2,9.0,93.8,102.0,60.0,40.0,1
71,2011-12,FLA,32.0,82.0,6.0,-9.0,3.0,1.0,0.0,0.0,19.0,30.0,0.0,3.1,274.0,3.1,274.0,26.54,46.0,118.0,29.0,46.0,campbbr02,32.0,1628.0,1521.0,51.7,2.3,1241.0,1149.0,51.9,2.1,5.9,92.9,98.8,55.1,44.9,1
72,2012-13,FLA,33.0,48.0,12.0,-22.0,2.0,6.0,0.0,2.0,8.0,11.0,0.0,11.4,144.0,11.4,144.0,26.25,14.0,65.0,14.0,27.0,campbbr02,33.0,903.0,843.0,51.7,3.2,680.0,650.0,51.1,3.4,5.9,89.1,94.9,61.1,38.9,1
73,2013-14,FLA,34.0,82.0,20.0,-6.0,5.0,2.0,0.0,2.0,18.0,10.0,2.0,6.0,279.0,6.0,279.0,26.57,50.0,108.0,43.0,45.0,campbbr02,34.0,1573.0,1418.0,52.6,1.5,1208.0,1106.0,52.2,0.5,7.6,91.2,98.8,50.1,49.9,1
74,2014-15,FLA,35.0,82.0,22.0,4.0,2.0,1.0,0.0,0.0,13.0,11.0,0.0,2.5,219.0,2.5,219.0,23.13,44.0,85.0,16.0,34.0,campbbr02,35.0,1468.0,1221.0,54.6,5.2,1107.0,948.0,53.9,4.5,7.1,92.3,99.4,61.4,38.6,1
75,2015-16,FLA,36.0,82.0,26.0,31.0,5.0,0.0,1.0,1.0,17.0,8.0,0.0,6.1,199.0,6.1,199.0,22.17,27.0,80.0,23.0,54.0,campbbr02,36.0,1265.0,1137.0,52.7,5.7,998.0,896.0,52.7,5.4,10.3,93.4,103.0,50.9,49.1,1
76,2016-17,CHI,37.0,24.0,10.0,4.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,8.0,54.0,8.0,54.0,18.40,15.0,24.0,0.0,17.0,campbbr02,37.0,358.0,355.0,50.2,-0.9,263.0,283.0,48.2,-1.2,9.7,93.5,103.0,57.5,42.5,1
83,2007-08,CBJ,28.0,81.0,98.0,-5.0,12.0,1.0,1.0,3.0,13.0,4.0,0.0,7.1,306.0,7.1,306.0,17.30,73.0,15.0,19.0,22.0,chimeja01,28.0,921.0,900.0,50.6,-2.3,717.0,711.0,50.2,-2.5,6.1,93.2,99.3,44.8,55.2,1
84,2008-09,CBJ,29.0,49.0,41.0,8.0,7.0,1.0,0.0,1.0,13.0,1.0,0.0,7.0,190.0,7.0,190.0,16.15,61.0,11.0,15.0,19.0,chimeja01,29.0,509.0,479.0,51.5,-1.4,382.0,360.0,51.5,-1.7,11.9,92.8,104.0,51.3,48.7,1
