,season,TOT,age_x,games_played,pen_min,plus_minus,goals_ev,goals_pp,goals_sh,goals_gw,assists_ev,assists_pp,assists_sh,shot_pct,shots_attempted,shot_pct.1,shots_attempted.1,time_on_ice_avg,hits,blocks,takeaways,giveaways,name,age_y,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct,uniqueseason
1,2010-11,VAN,29.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6.03,3.0,1.0,0.0,0.0,anderjo02,29.0,14.0,17.0,45.2,-13.0,9.0,9.0,50.0,-8.7,14.3,100.0,114.0,100.0,0.0,1
10,2007-08,TOT,26.0,25.0,4.0,3.0,4.0,2.0,0.0,0.0,4.0,1.0,0.0,16.7,46.0,16.7,46.0,11.30,33.0,3.0,6.0,5.0,beechkr01,26.0,191.0,179.0,51.6,0.3,151.0,129.0,53.9,2.4,8.3,93.0,101.0,55.6,44.4,1
21,2007-08,PHX,29.0,79.0,125.0,-9.0,2.0,0.0,1.0,0.0,9.0,0.0,0.0,3.2,201.0,3.2,201.0,17.01,93.0,93.0,16.0,20.0,boyntni01,29.0,1003.0,1082.0,48.1,-4.4,765.0,844.0,47.5,-5.4,5.8,91.9,97.7,47.8,52.2,1
22,2008-09,FLA,30.0,68.0,91.0,7.0,5.0,0.0,0.0,1.0,13.0,3.0,0.0,4.8,229.0,4.8,229.0,16.36,52.0,97.0,10.0,43.0,boyntni01,30.0,869.0,911.0,48.8,0.9,647.0,700.0,48.0,1.2,9.7,92.3,102.0,50.4,49.6,1
23,2009-10,TOT,31.0,49.0,71.0,5.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,2.0,112.0,2.0,112.0,16.38,64.0,59.0,14.0,21.0,boyntni01,31.0,608.0,631.0,49.1,0.3,462.0,497.0,48.2,-1.3,8.3,93.3,101.0,51.6,48.4,1
26,2010-11,TOT,32.0,51.0,40.0,-1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,2.3,95.0,2.3,95.0,14.39,61.0,87.0,15.0,25.0,boyntni01,32.0,617.0,661.0,48.3,-5.9,464.0,457.0,50.4,-3.3,9.4,89.8,99.1,49.1,50.9,1
31,2009-10,OTT,29.0,81.0,190.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,2.3,162.0,2.3,162.0,16.55,125.0,125.0,19.0,42.0,carknma01,29.0,1043.0,975.0,51.7,-2.0,781.0,697.0,52.8,-1.7,8.0,90.2,98.2,55.3,44.7,1
32,2010-11,OTT,30.0,50.0,136.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,2.5,71.0,2.5,71.0,14.53,71.0,59.0,9.0,22.0,carknma01,30.0,569.0,524.0,52.1,1.9,432.0,387.0,52.7,3.8,7.1,92.2,99.3,49.7,50.3,1
33,2011-12,OTT,31.0,29.0,33.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.9,52.0,5.9,52.0,11.55,58.0,26.0,3.0,6.0,carknma01,31.0,311.0,304.0,50.6,-3.3,210.0,224.0,48.4,-4.1,8.0,93.0,101.0,48.9,51.1,1
34,2012-13,NYI,32.0,22.0,46.0,-2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,41.0,0.0,41.0,12.35,27.0,19.0,3.0,7.0,carknma01,32.0,266.0,265.0,50.1,-0.9,195.0,198.0,49.6,-1.9,6.9,91.3,98.2,51.0,49.0,1
35,2013-14,NYI,33.0,53.0,149.0,-10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,90.0,0.0,90.0,11.59,58.0,59.0,9.0,15.0,carknma01,33.0,605.0,621.0,49.3,-1.0,454.0,454.0,50.0,-0.2,4.5,92.0,96.6,54.2,45.8,1
39,2007-08,NJD,28.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,3.0,33.3,3.0,10.39,0.0,1.0,1.0,0.0,clarkno02,28.0,4.0,13.0,23.5,-32.0,4.0,8.0,33.3,-20.0,25.0,87.5,112.0,100.0,0.0,1
46,2007-08,TOT,28.0,67.0,100.0,-7.0,3.0,0.0,0.0,0.0,10.0,0.0,1.0,3.1,211.0,3.1,211.0,18.13,144.0,95.0,23.0,28.0,commomi01,28.0,970.0,865.0,52.9,-0.4,725.0,662.0,52.3,-0.7,7.8,89.3,97.1,50.6,49.4,1
49,2008-09,CBJ,29.0,81.0,100.0,11.0,5.0,0.0,0.0,0.0,17.0,2.0,0.0,4.9,230.0,4.9,230.0,22.54,201.0,162.0,18.0,24.0,commomi01,29.0,1154.0,1321.0,46.6,-9.9,872.0,971.0,47.3,-9.0,10.3,91.7,102.0,42.9,57.1,1
50,2009-10,CBJ,30.0,57.0,62.0,-9.0,2.0,0.0,0.0,1.0,8.0,1.0,0.0,3.7,119.0,3.7,119.0,19.00,128.0,87.0,8.0,16.0,commomi01,30.0,713.0,852.0,45.6,-6.0,548.0,668.0,45.1,-5.9,9.0,90.8,99.7,43.0,57.0,1
51,2010-11,CBJ,31.0,20.0,44.0,-8.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,6.3,71.0,6.3,71.0,18.34,38.0,25.0,5.0,7.0,commomi01,31.0,276.0,280.0,49.6,-0.1,198.0,214.0,48.1,-5.1,3.4,90.7,94.1,52.1,47.9,1
52,2011-12,TOT,32.0,30.0,38.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,54.0,0.0,54.0,12.36,53.0,32.0,4.0,7.0,commomi01,32.0,304.0,296.0,50.7,-0.9,219.0,209.0,51.2,-0.6,9.6,94.6,104.0,43.4,56.6,1
65,2007-08,NYI,27.0,76.0,87.0,-21.0,17.0,4.0,0.0,3.0,11.0,17.0,0.0,10.8,302.0,10.8,302.0,19.11,47.0,23.0,47.0,62.0,comrimi01,27.0,1021.0,1077.0,48.7,-6.6,761.0,812.0,48.4,-7.1,7.7,90.1,97.8,51.1,48.9,1
66,2008-09,TOT,28.0,63.0,32.0,-15.0,8.0,2.0,0.0,1.0,12.0,4.0,1.0,8.3,189.0,8.3,189.0,15.42,39.0,34.0,34.0,37.0,comrimi01,28.0,699.0,865.0,44.7,-4.9,511.0,628.0,44.9,-5.4,7.3,90.7,98.1,51.9,48.1,1
69,2009-10,EDM,29.0,43.0,30.0,-9.0,8.0,5.0,0.0,0.0,3.0,5.0,0.0,13.4,144.0,13.4,144.0,14.14,18.0,28.0,15.0,22.0,comrimi01,29.0,407.0,492.0,45.3,1.0,319.0,353.0,47.5,3.6,7.2,90.1,97.3,46.4,53.6,1
70,2010-11,PIT,30.0,21.0,18.0,-4.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,4.0,39.0,4.0,39.0,11.49,10.0,5.0,2.0,3.0,comrimi01,30.0,187.0,164.0,53.3,-0.8,131.0,124.0,51.4,-4.1,5.1,90.2,95.3,58.2,41.8,1
77,2007-08,BUF,26.0,48.0,8.0,4.0,3.0,3.0,1.0,3.0,20.0,12.0,1.0,6.3,182.0,6.3,182.0,18.41,18.0,36.0,16.0,33.0,connoti01,26.0,569.0,544.0,51.1,2.8,445.0,419.0,51.5,1.1,9.7,90.1,99.8,54.1,45.9,1
78,2008-09,BUF,27.0,48.0,22.0,12.0,12.0,5.0,1.0,5.0,16.0,13.0,0.0,14.3,214.0,14.3,214.0,19.07,17.0,37.0,29.0,38.0,connoti01,27.0,606.0,620.0,49.4,-0.9,459.0,477.0,49.0,-2.3,12.4,92.0,104.0,47.9,52.1,1
79,2009-10,BUF,28.0,73.0,28.0,10.0,9.0,7.0,1.0,5.0,27.0,20.0,1.0,8.3,333.0,8.3,333.0,18.37,23.0,46.0,22.0,48.0,connoti01,28.0,941.0,954.0,49.7,-0.8,722.0,734.0,49.6,-0.6,8.6,92.4,101.0,56.8,43.2,1
80,2010-11,BUF,29.0,68.0,20.0,-10.0,7.0,6.0,0.0,3.0,16.0,13.0,0.0,8.6,273.0,8.6,273.0,16.55,24.0,53.0,22.0,34.0,connoti01,29.0,864.0,738.0,53.9,4.9,630.0,561.0,52.9,3.1,7.9,90.3,98.2,55.5,44.5,1
81,2011-12,TOR,30.0,70.0,40.0,-14.0,11.0,2.0,0.0,3.0,20.0,3.0,0.0,12.5,202.0,12.5,202.0,17.00,29.0,76.0,32.0,41.0,connoti01,30.0,858.0,925.0,48.1,-1.3,608.0,684.0,47.1,-1.4,9.2,89.6,98.8,50.1,49.9,1
87,2007-08,NSH,26.0,76.0,40.0,-3.0,19.0,4.0,0.0,6.0,23.0,11.0,0.0,14.1,261.0,14.1,261.0,18.39,49.0,16.0,50.0,52.0,eratma01,26.0,1032.0,882.0,53.9,3.9,799.0,692.0,53.6,3.2,8.8,91.0,99.8,49.6,50.4,1
88,2008-09,NSH,27.0,71.0,48.0,-7.0,14.0,3.0,0.0,3.0,18.0,13.0,2.0,11.4,254.0,11.4,254.0,18.34,36.0,17.0,46.0,47.0,eratma01,27.0,962.0,879.0,52.3,3.2,728.0,688.0,51.4,2.4,8.3,90.1,98.4,52.7,47.3,1
89,2009-10,NSH,28.0,74.0,50.0,-7.0,16.0,5.0,0.0,2.0,18.0,9.0,1.0,12.5,276.0,12.5,276.0,17.59,48.0,36.0,54.0,63.0,eratma01,28.0,1092.0,901.0,54.8,4.0,833.0,710.0,54.0,2.7,7.9,90.2,98.1,45.9,54.1,1
90,2010-11,NSH,29.0,64.0,22.0,14.0,10.0,7.0,0.0,3.0,25.0,8.0,0.0,12.6,242.0,12.6,242.0,18.06,57.0,21.0,35.0,35.0,eratma01,29.0,896.0,856.0,51.1,2.5,678.0,676.0,50.1,1.6,8.8,93.9,102.0,46.9,53.1,1
91,2011-12,NSH,30.0,71.0,30.0,12.0,13.0,5.0,1.0,3.0,26.0,13.0,0.0,17.8,195.0,17.8,195.0,18.29,52.0,37.0,60.0,49.0,eratma01,30.0,879.0,1026.0,46.1,-2.4,662.0,771.0,46.2,-3.4,11.3,92.4,103.0,42.2,57.8,1
92,2012-13,TOT,31.0,45.0,30.0,-7.0,4.0,1.0,0.0,2.0,12.0,7.0,0.0,7.2,124.0,7.2,124.0,17.55,48.0,12.0,18.0,35.0,eratma01,31.0,516.0,575.0,47.3,-0.8,371.0,407.0,47.7,-1.4,8.3,90.9,99.1,43.8,56.2,1
95,2013-14,TOT,32.0,70.0,28.0,5.0,3.0,0.0,0.0,0.0,22.0,4.0,0.0,5.7,111.0,5.7,111.0,14.40,75.0,25.0,16.0,14.0,eratma01,32.0,749.0,754.0,49.8,1.4,570.0,568.0,50.1,2.1,8.7,93.3,102.0,50.2,49.8,1
98,2014-15,ARI,33.0,79.0,48.0,-16.0,6.0,3.0,0.0,1.0,20.0,3.0,0.0,9.9,180.0,9.9,180.0,15.52,96.0,25.0,27.0,26.0,eratma01,33.0,1078.0,960.0,52.9,5.7,772.0,714.0,52.0,5.2,7.6,89.6,97.2,50.1,49.9,1
103,2007-08,ATL,26.0,79.0,85.0,-21.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,5.4,92.0,5.4,92.0,18.53,175.0,135.0,30.0,39.0,exelbga01,26.0,849.0,1207.0,41.3,-4.6,634.0,924.0,40.7,-5.2,7.8,91.1,98.9,41.1,58.9,1
104,2008-09,ATL,27.0,59.0,120.0,-2.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,83.0,0.0,83.0,16.43,151.0,99.0,27.0,22.0,exelbga01,27.0,659.0,819.0,44.6,-5.5,512.0,633.0,44.7,-5.9,7.4,93.1,100.0,39.2,60.8,1
105,2009-10,TOR,28.0,51.0,73.0,-8.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,7.1,51.0,7.1,51.0,10.06,87.0,54.0,5.0,22.0,exelbga01,28.0,441.0,416.0,51.5,-1.9,300.0,297.0,50.3,-2.9,6.7,89.5,96.2,46.9,53.1,1
107,2007-08,COL,28.0,72.0,40.0,12.0,6.0,1.0,1.0,1.0,10.0,1.0,0.0,8.6,192.0,8.6,192.0,19.57,121.0,117.0,29.0,26.0,fingeje01,28.0,947.0,1063.0,47.1,-4.0,731.0,767.0,48.8,-3.5,11.2,91.0,102.0,51.1,48.9,1
108,2008-09,TOR,29.0,66.0,43.0,-7.0,6.0,0.0,0.0,0.0,15.0,2.0,0.0,8.8,161.0,8.8,161.0,20.29,133.0,158.0,28.0,55.0,fingeje01,29.0,1034.0,1143.0,47.5,-5.4,764.0,840.0,47.6,-5.2,10.2,88.8,98.9,50.5,49.5,1
