,season,TOT,age_x,games_played,pen_min,plus_minus,goals_ev,goals_pp,goals_sh,goals_gw,assists_ev,assists_pp,assists_sh,shot_pct,shots_attempted,shot_pct.1,shots_attempted.1,time_on_ice_avg,hits,blocks,takeaways,giveaways,name,age_y,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct,uniqueseason
0,2013-14,DET,22.0,2.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,3.0,50.0,3.0,17.13,1.0,0.0,0.0,0.0,almqvad01,22.0,22.0,24.0,47.8,-4.0,19.0,20.0,48.7,-4.5,12.5,83.3,95.8,45.0,55.0,1
1,2011-12,TOR,20.0,15.0,13.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,32.0,10.25,32.0,2.0,4.0,4.0,ashtoca01,20.0,116.0,137.0,45.8,-3.7,80.0,110.0,42.1,-3.6,0.0,87.0,87.0,54.0,46.0,1
2,2013-14,TOR,22.0,32.0,19.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,38.0,0.0,38.0,6.16,46.0,7.0,3.0,5.0,ashtoca01,22.0,151.0,194.0,43.8,-0.3,105.0,151.0,41.0,-1.6,6.8,96.4,103.0,49.0,51.0,1
3,2014-15,TOR,23.0,7.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,6.13,6.0,3.0,2.0,1.0,ashtoca01,23.0,28.0,43.0,39.4,-1.8,22.0,31.0,41.5,0.9,0.0,88.0,88.0,41.7,58.3,1
4,2011-12,COL,20.0,10.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,32.0,17.39,9.0,10.0,4.0,5.0,barrity01,20.0,172.0,142.0,54.8,5.0,137.0,101.0,57.6,8.5,4.6,91.1,95.8,71.3,28.8,1
5,2012-13,COL,21.0,32.0,10.0,-11.0,1.0,1.0,0.0,1.0,7.0,4.0,0.0,3.4,143.0,3.4,143.0,21.35,31.0,24.0,13.0,15.0,barrity01,21.0,544.0,533.0,50.5,0.6,407.0,409.0,49.9,-0.6,6.1,91.2,97.2,50.1,49.9,1
6,2013-14,COL,22.0,64.0,20.0,17.0,9.0,4.0,0.0,5.0,19.0,6.0,0.0,12.9,207.0,12.9,207.0,18.33,50.0,57.0,26.0,27.0,barrity01,22.0,985.0,949.0,50.9,3.9,729.0,718.0,50.4,2.9,10.9,92.2,103.0,56.4,43.6,1
7,2014-15,COL,23.0,80.0,26.0,5.0,10.0,2.0,0.0,0.0,27.0,14.0,0.0,8.6,312.0,8.6,312.0,21.22,80.0,90.0,40.0,47.0,barrity01,23.0,1257.0,1473.0,46.0,3.4,920.0,1057.0,46.5,2.9,11.2,90.3,101.0,50.8,49.2,1
8,2015-16,COL,24.0,78.0,31.0,-16.0,9.0,3.0,1.0,5.0,17.0,18.0,1.0,7.6,353.0,7.6,353.0,23.12,37.0,84.0,29.0,59.0,barrity01,24.0,1342.0,1586.0,45.8,2.0,993.0,1204.0,45.2,-1.1,9.1,91.0,100.0,49.0,51.0,1
9,2016-17,COL,25.0,21.0,6.0,-10.0,2.0,0.0,0.0,1.0,5.0,3.0,0.0,4.0,116.0,4.0,116.0,22.50,12.0,22.0,7.0,13.0,barrity01,25.0,355.0,392.0,47.5,-1.9,269.0,303.0,47.0,-4.6,6.0,90.3,96.3,58.3,41.7,1
10,2012-13,NSH,21.0,16.0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,7.7,64.0,7.7,64.0,16.06,13.0,11.0,3.0,5.0,beckta01,21.0,197.0,202.0,49.4,1.3,155.0,149.0,51.0,1.8,8.2,92.1,100.0,50.4,49.6,1
11,2013-14,NSH,22.0,7.0,6.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,12.50,4.0,5.0,0.0,2.0,beckta01,22.0,67.0,54.0,55.4,5.4,52.0,32.0,61.9,11.9,0.0,91.3,91.3,69.6,30.4,1
12,2014-15,NSH,23.0,62.0,18.0,-4.0,6.0,2.0,0.0,3.0,8.0,0.0,0.0,10.3,143.0,10.3,143.0,11.56,61.0,23.0,15.0,10.0,beckta01,23.0,521.0,601.0,46.4,-7.5,384.0,451.0,46.0,-8.5,6.5,93.2,99.7,29.4,70.6,1
16,2011-12,NSH,21.0,43.0,6.0,-2.0,7.0,0.0,0.0,1.0,12.0,0.0,0.0,11.9,94.0,11.9,94.0,12.47,66.0,19.0,20.0,9.0,bourqga01,21.0,475.0,498.0,48.8,1.0,354.0,365.0,49.2,1.3,9.3,90.3,99.6,55.6,44.4,1
17,2012-13,NSH,22.0,34.0,4.0,6.0,7.0,3.0,1.0,2.0,5.0,0.0,0.0,22.0,90.0,22.0,90.0,15.50,39.0,23.0,13.0,10.0,bourqga01,22.0,399.0,432.0,48.0,0.7,297.0,315.0,48.5,0.1,10.0,93.5,103.0,46.2,53.8,1
18,2013-14,NSH,23.0,74.0,8.0,-5.0,9.0,0.0,0.0,1.0,16.0,1.0,0.0,8.3,195.0,8.3,195.0,13.50,70.0,34.0,20.0,21.0,bourqga01,23.0,906.0,826.0,52.3,3.9,706.0,599.0,54.1,5.1,8.4,88.9,97.3,53.2,46.8,1
19,2014-15,NSH,24.0,69.0,10.0,-13.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,3.9,126.0,3.9,126.0,12.01,141.0,44.0,27.0,14.0,bourqga01,24.0,580.0,635.0,47.7,-5.8,434.0,461.0,48.5,-5.0,4.8,91.4,96.2,28.3,71.7,1
20,2015-16,NSH,25.0,22.0,18.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,42.0,4.0,42.0,12.22,55.0,22.0,3.0,5.0,bourqga01,25.0,184.0,198.0,48.2,-5.4,132.0,130.0,50.4,-4.8,8.4,90.8,99.2,29.3,70.7,1
21,2016-17,COL,26.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,10.46,14.0,6.0,0.0,0.0,bourqga01,26.0,27.0,44.0,38.0,-7.4,19.0,26.0,42.2,-2.4,6.3,94.1,100.0,47.6,52.4,1
22,2014-15,NYR,24.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,11.49,0.0,0.0,1.0,0.0,bourqry01,24.0,13.0,4.0,76.5,25.1,7.0,4.0,63.6,18.0,0.0,50.0,50.0,50.0,50.0,1
23,2012-13,PHX,21.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,7.38,6.0,0.0,1.0,0.0,brownch01,21.0,27.0,30.0,47.4,-7.7,25.0,25.0,50.0,-5.2,0.0,100.0,100.0,42.9,57.1,1
24,2013-14,TOT,22.0,12.0,17.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.5,18.0,12.5,18.0,8.42,22.0,1.0,2.0,3.0,brownch01,22.0,76.0,93.0,45.0,-4.9,51.0,66.0,43.6,-5.2,5.0,96.2,101.0,52.9,47.1,1
27,2014-15,WSH,23.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.0,25.0,4.0,6.28,6.0,1.0,0.0,2.0,brownch01,23.0,18.0,36.0,33.3,-23.0,13.0,25.0,34.2,-22.0,10.0,100.0,110.0,73.9,26.1,1
28,2015-16,WSH,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,7.41,2.0,0.0,0.0,0.0,brownch01,24.0,6.0,3.0,66.7,23.6,4.0,2.0,66.7,27.9,0.0,100.0,100.0,0.0,100.0,1
30,2010-11,BOS,20.0,23.0,6.0,3.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,11.1,49.0,11.1,49.0,12.40,19.0,11.0,3.0,5.0,caronjo01,20.0,190.0,237.0,44.5,-5.0,142.0,174.0,44.9,-5.0,9.4,94.5,104.0,49.3,50.7,1
31,2011-12,BOS,21.0,48.0,14.0,0.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,12.3,87.0,12.3,87.0,11.32,64.0,15.0,6.0,5.0,caronjo01,21.0,444.0,437.0,50.4,-8.4,322.0,328.0,49.5,-8.3,8.5,91.5,100.0,57.7,42.3,1
32,2012-13,BOS,22.0,17.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,32.0,5.0,32.0,9.24,18.0,4.0,3.0,3.0,caronjo01,22.0,131.0,167.0,44.0,-11.0,95.0,124.0,43.4,-11.0,5.9,96.7,102.0,46.2,53.8,1
33,2013-14,BOS,23.0,35.0,36.0,-8.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.9,86.0,1.9,86.0,10.55,47.0,9.0,11.0,7.0,caronjo01,23.0,308.0,321.0,49.0,-4.1,225.0,249.0,47.5,-5.6,4.3,91.7,96.0,50.5,49.5,1
34,2014-15,TOT,24.0,30.0,18.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,27.0,8.02,41.0,8.0,1.0,3.0,caronjo01,24.0,144.0,240.0,37.5,-10.0,105.0,165.0,38.9,-9.6,5.0,94.8,99.8,46.6,53.4,1
37,2015-16,STL,25.0,4.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,8.08,6.0,0.0,0.0,0.0,caronjo01,25.0,21.0,26.0,44.7,-10.0,13.0,21.0,38.2,-15.0,0.0,80.0,80.0,50.0,50.0,1
39,2014-15,WPG,23.0,40.0,22.0,5.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,5.4,89.0,5.4,89.0,17.01,71.0,52.0,9.0,26.0,chiarbe01,23.0,618.0,543.0,53.2,-0.6,463.0,399.0,53.7,1.5,7.7,93.1,100.0,48.8,51.2,1
40,2015-16,WPG,24.0,70.0,43.0,-9.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,1.4,166.0,1.4,166.0,14.27,130.0,105.0,15.0,34.0,chiarbe01,24.0,856.0,881.0,49.3,-2.6,639.0,640.0,50.0,-1.9,7.4,91.1,98.4,48.1,51.9,1
41,2016-17,WPG,25.0,24.0,10.0,-3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,32.0,0.0,32.0,14.55,32.0,35.0,3.0,17.0,chiarbe01,25.0,222.0,310.0,41.7,-9.2,163.0,228.0,41.7,-9.5,10.3,91.0,101.0,40.9,59.1,1
42,2012-13,DAL,22.0,7.0,0.0,3.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,46.2,20.0,46.2,20.0,14.05,10.0,2.0,1.0,0.0,chiasal01,22.0,71.0,96.0,42.5,1.0,49.0,72.0,40.5,-3.8,16.7,94.0,110.0,67.3,32.7,1
43,2013-14,DAL,23.0,79.0,38.0,-21.0,7.0,6.0,0.0,4.0,15.0,7.0,0.0,9.0,273.0,9.0,273.0,15.07,75.0,21.0,26.0,25.0,chiasal01,23.0,820.0,815.0,50.2,-1.8,597.0,624.0,48.9,-3.6,8.3,88.2,96.5,56.3,43.7,1
44,2014-15,OTT,24.0,76.0,67.0,-5.0,8.0,3.0,0.0,1.0,11.0,3.0,1.0,10.5,175.0,10.5,175.0,13.23,93.0,20.0,22.0,9.0,chiasal01,24.0,753.0,708.0,51.5,1.7,537.0,541.0,49.8,1.5,6.4,92.3,98.7,53.3,46.7,1
